874, 62839734, 1, 0
1000, 153143291, 1, 0
1952, 114999538, 1, 0
2029, 657082301, 1, 0
2500, 164255865, 1, 0
3014, 167873756, 1, 0
3501, 131586110, 1, 0
4093, 119335666, 1, 0
4516, 140980829, 1, 0
5234, 146464065, 1, 0
5500, 154040696, 1, 0
6302, 120443696, 1, 0
6501, 149907196, 1, 0
7369, 134953863, 1, 0
7569, 510033653, 1, 0
8435, 88277998, 1, 0
8500, 174950982, 1, 0
9001, 112272623, 1, 0
9500, 430266988, 1, 0
10001, 104942654, 1, 0
10575, 127580520, 1, 0
11001, 145660539, 1, 0
11666, 139666027, 1, 0
12000, 146431649, 1, 0
12733, 117394139, 1, 0
13000, 200582364, 1, 0
13812, 101353634, 1, 0
14001, 171185406, 1, 0
14839, 111826105, 1, 0
15000, 145197340, 1, 0
15964, 130336216, 1, 0
16000, 317743622, 1, 0
16500, 82483268, 1, 0
17037, 128952988, 1, 0
17501, 139330918, 1, 0
18178, 120667381, 1, 0
18501, 186211772, 1, 0
19228, 111595735, 1, 0
19501, 136405721, 1, 0
20364, 136712939, 1, 0
20525, 170330453, 1, 0
21409, 131603456, 1, 0
21501, 157174724, 1, 0
22000, 119078887, 1, 0
22500, 434156361, 1, 0
23000, 83069766, 1, 0
23538, 118363868, 1, 0
24000, 161551034, 1, 0
24576, 138237330, 1, 0
25000, 134406556, 1, 0
25665, 123622000, 1, 0
26017, 144206525, 1, 0
26834, 174143160, 1, 0
27000, 167779220, 1, 0
27897, 119151387, 1, 0
28000, 159757528, 1, 0
28502, 116552172, 1, 0
29010, 169771538, 1, 0
29501, 158465966, 1, 0
30077, 124418010, 1, 0
30500, 142922998, 1, 0
31167, 130681511, 1, 0
31501, 145032086, 1, 0
32291, 121348796, 1, 0
32500, 155630953, 1, 0
33370, 132468440, 1, 0
33501, 156344933, 1, 0
34512, 112965741, 1, 0
34526, 648091041, 1, 0
35001, 165264089, 1, 0
35590, 125678576, 1, 0
36000, 139522264, 1, 0
36658, 123964777, 1, 0
37003, 148250209, 1, 0
37708, 125686646, 1, 0
38001, 141917436, 1, 0
38798, 139868541, 1, 0
39000, 154851184, 1, 0
39865, 124667808, 1, 0
40064, 532879530, 1, 0
40972, 85987843, 1, 0
41000, 452868907, 1, 0
41501, 81587076, 1, 0
42051, 125352827, 1, 0
42501, 139968298, 1, 0
43186, 123926518, 1, 0
43500, 158363469, 1, 0
44282, 127678927, 1, 0
44501, 151646568, 1, 0
45363, 117857314, 1, 0
45542, 541528860, 1, 0
46514, 91659351, 1, 0
46522, 644972591, 1, 0
47000, 145793853, 1, 0
47537, 127402214, 1, 0
48000, 137235197, 1, 0
48575, 126911097, 1, 0
49000, 133854035, 1, 0
49682, 121582499, 1, 0
50010, 156354597, 1, 0
50780, 142238169, 1, 0
51104, 280939407, 1, 0
51863, 102941007, 1, 0
52001, 154556321, 1, 0
52924, 129127606, 1, 0
53000, 166554066, 1, 0
53501, 102029632, 1, 0
54003, 134116955, 1, 0
54500, 140923031, 1, 0
55076, 120436757, 1, 0
55500, 140001582, 1, 0
56149, 119944703, 1, 0
56501, 186920158, 1, 0
57205, 103113231, 1, 0
57500, 142904203, 1, 0
58306, 124915239, 1, 0
58500, 165776252, 1, 0
59339, 121289135, 1, 0
59500, 139525933, 1, 0
60438, 121868397, 1, 0
60452, 567814416, 1, 0
