500, 406543, 0, 0
1000, 377315, 0, 0
1500, 340597, 0, 0
2000, 332928, 0, 0
2500, 318611, 0, 0
3000, 311600, 0, 0
3500, 312531, 0, 0
4000, 310162, 0, 0
4500, 306625, 0, 0
5000, 308571, 0, 0
5500, 310180, 0, 0
6000, 309371, 0, 0
6500, 307235, 0, 0
7000, 312358, 0, 0
7500, 307516, 0, 0
8000, 309183, 0, 0
8500, 308514, 0, 0
9000, 311174, 0, 0
9500, 306874, 0, 0
10000, 307633, 0, 0
10500, 310094, 0, 0
11000, 309417, 0, 0
11500, 310342, 0, 0
12000, 310866, 0, 0
12500, 307431, 0, 0
13000, 311265, 0, 0
13500, 311273, 0, 0
14000, 307921, 0, 0
14500, 309066, 0, 0
15000, 313341, 0, 0
15500, 308801, 0, 0
16000, 306864, 0, 0
16500, 307732, 0, 0
17000, 308489, 0, 0
17500, 311112, 0, 0
18000, 307879, 0, 0
18500, 309851, 0, 0
19000, 308602, 0, 0
19500, 310236, 0, 0
20000, 310026, 0, 0
20500, 308758, 0, 0
21000, 309082, 0, 0
21500, 311370, 0, 0
22000, 309702, 0, 0
22500, 309750, 0, 0
23000, 310296, 0, 0
23500, 310691, 0, 0
24000, 309030, 0, 0
24500, 307381, 0, 0
25000, 311344, 0, 0
25500, 309395, 0, 0
26000, 312204, 0, 0
26500, 308409, 0, 0
27000, 309518, 0, 0
27500, 310791, 0, 0
28000, 311217, 0, 0
28500, 308493, 0, 0
29000, 305726, 0, 0
29500, 304808, 0, 0
30000, 309555, 0, 0
30500, 312049, 0, 0
31000, 308539, 0, 0
31500, 311719, 0, 0
32000, 310778, 0, 0
32500, 305674, 0, 0
33000, 312061, 0, 0
33500, 306714, 0, 0
34000, 315235, 0, 0
34500, 313568, 0, 0
35000, 309603, 0, 0
35500, 310517, 0, 0
36000, 306560, 0, 0
36500, 310610, 0, 0
37000, 309051, 0, 0
37500, 309119, 0, 0
38000, 308879, 0, 0
38500, 306791, 0, 0
39000, 312531, 0, 0
39500, 309083, 0, 0
40000, 308509, 0, 0
40500, 309865, 0, 0
41000, 310499, 0, 0
41500, 311664, 0, 0
42000, 311870, 0, 0
42500, 310401, 0, 0
43000, 310174, 0, 0
43500, 307891, 0, 0
44000, 312152, 0, 0
44500, 308841, 0, 0
45000, 312778, 0, 0
45500, 308337, 0, 0
46000, 306203, 0, 0
46500, 310738, 0, 0
47000, 312493, 0, 0
47500, 308343, 0, 0
48000, 309525, 0, 0
48500, 311992, 0, 0
49000, 311476, 0, 0
49500, 307266, 0, 0
50000, 306607, 0, 0
50500, 311743, 0, 0
51000, 310411, 0, 0
51500, 308317, 0, 0
52000, 312244, 0, 0
52500, 309790, 0, 0
53000, 308140, 0, 0
53500, 310069, 0, 0
54000, 309310, 0, 0
54500, 309804, 0, 0
55000, 312947, 0, 0
55500, 314069, 0, 0
56000, 308554, 0, 0
56500, 311116, 0, 0
57000, 308957, 0, 0
57500, 308992, 0, 0
58000, 312245, 0, 0
58500, 311800, 0, 0
59000, 310840, 0, 0
59500, 308311, 0, 0
60000, 310775, 0, 0
