500, 29938152, 1, 0
1594, 28966812, 1, 0
1594, 1001709837, 1, 0
2000, 73897453, 1, 0
3106, 24269537, 1, 0
3106, 1077243310, 1, 0
3500, 78617208, 1, 0
4592, 22554797, 1, 0
4592, 1055541064, 1, 0
5000, 76004931, 1, 0
6111, 23843410, 1, 0
6112, 1087348363, 1, 0
6500, 77723067, 1, 0
7615, 23034612, 1, 0
7616, 1085377123, 1, 0
8000, 77832603, 1, 0
9101, 26748248, 1, 0
9101, 1065943740, 1, 0
9500, 75637523, 1, 0
10585, 22803627, 1, 0
10586, 1063426102, 1, 0
11000, 72911720, 1, 0
12066, 25203207, 1, 0
12066, 1064984182, 1, 0
12500, 71097438, 1, 0
13569, 33788086, 1, 0
13569, 1083771806, 1, 0
14000, 73864094, 1, 0
15089, 24763818, 1, 0
15089, 1091017734, 1, 0
15500, 76687366, 1, 0
16602, 23870048, 1, 0
16602, 1087935769, 1, 0
17000, 76643221, 1, 0
18112, 23417277, 1, 0
18112, 1089029726, 1, 0
18500, 81332646, 1, 0
19624, 22194146, 1, 0
19624, 1077695701, 1, 0
20000, 80495988, 1, 0
21145, 21926418, 1, 0
21145, 1097941676, 1, 0
21500, 84831821, 1, 0
22653, 21739873, 1, 0
22653, 1086952368, 1, 0
23000, 86323763, 1, 0
24157, 21214152, 1, 0
24157, 1082505452, 1, 0
24500, 85582673, 1, 0
25665, 21763470, 1, 0
25665, 1086695400, 1, 0
26000, 87991202, 1, 0
27188, 20960230, 1, 0
27188, 1104002220, 1, 0
27500, 95823091, 1, 0
28675, 21363367, 1, 0
28676, 1063406016, 1, 0
29000, 87814507, 1, 0
30182, 20930292, 1, 0
30182, 1090890985, 1, 0
30500, 94283634, 1, 0
31688, 23368259, 1, 0
31688, 1071190728, 1, 0
32000, 91481233, 1, 0
33197, 21457219, 1, 0
33197, 1088044126, 1, 0
33500, 95955935, 1, 0
34693, 21725284, 1, 0
34693, 1072176958, 1, 0
35000, 92399097, 1, 0
36202, 20863181, 1, 0
36202, 1094062274, 1, 0
36500, 95842719, 1, 0
37716, 21205614, 1, 0
37716, 1096179486, 1, 0
38000, 105503460, 1, 0
39222, 22672945, 1, 0
39222, 1064289883, 1, 0
39500, 100153937, 1, 0
40740, 21410950, 1, 0
40740, 1096790613, 1, 0
41000, 111343909, 1, 0
42250, 23031205, 1, 0
42250, 1067199780, 1, 0
42500, 113324936, 1, 0
43766, 22761362, 1, 0
43766, 1074526104, 1, 0
44000, 121480852, 1, 0
45256, 23397000, 1, 0
45257, 1037894609, 1, 0
45500, 112021240, 1, 0
46769, 23543320, 1, 0
46769, 1064681770, 1, 0
47000, 119210696, 1, 0
48251, 24176250, 1, 0
48251, 1027322921, 1, 0
48500, 109019364, 1, 0
49765, 22807354, 1, 0
49765, 1073486610, 1, 0
50000, 119318974, 1, 0
51268, 23129484, 1, 0
51268, 1055135156, 1, 0
51500, 118706590, 1, 0
52796, 23574689, 1, 0
52796, 1079698804, 1, 0
53000, 136337024, 1, 0
54305, 25224455, 1, 0
54305, 1033791666, 1, 0
54500, 136784442, 1, 0
55820, 26063601, 1, 0
55820, 1031637790, 1, 0
56000, 143958715, 1, 0
57350, 24513499, 1, 0
57350, 1059310685, 1, 0
57500, 187284127, 1, 0
58875, 29893845, 1, 0
58875, 970123063, 1, 0
59000, 205686727, 1, 0
60449, 30055059, 1, 0
60449, 1005240565, 1, 0
60449, 988779503, 1, 0
