999, 996657470, 1, 0
1004, 999069818, 1, 0
1504, 1108203622, 1, 0
2004, 1307458114, 1, 0
2502, 1520609067, 1, 0
3003, 1706558855, 1, 0
3500, 1853427030, 1, 0
4006, 1961722557, 1, 0
4500, 1962542409, 1, 0
5004, 1924477952, 1, 0
5503, 1892683162, 1, 0
6003, 1871455376, 1, 0
6500, 1855252521, 1, 0
7001, 1837293136, 1, 0
7505, 1826169212, 1, 0
8002, 1821726829, 1, 0
8501, 1757051600, 1, 0
9005, 1650266684, 1, 0
9503, 1514764627, 1, 0
10005, 1458125364, 1, 0
10502, 1437094653, 1, 0
11005, 1419807661, 1, 0
11504, 1406265313, 1, 0
12000, 1407133801, 1, 0
12502, 1413455245, 1, 0
13005, 1411515722, 1, 0
13504, 1401201224, 1, 0
14003, 1400800931, 1, 0
14503, 1404621097, 1, 0
15001, 1407759177, 1, 0
15504, 1403775223, 1, 0
16003, 1405764932, 1, 0
16502, 1415610856, 1, 0
17001, 1419300533, 1, 0
17502, 1402020124, 1, 0
18003, 1386506911, 1, 0
18503, 1391658573, 1, 0
19002, 1405109624, 1, 0
19503, 1404198152, 1, 0
20002, 1396781548, 1, 0
20501, 1394152000, 1, 0
21000, 1392327882, 1, 0
21501, 1381127815, 1, 0
22004, 1364621478, 1, 0
22500, 1357683690, 1, 0
23000, 1365324079, 1, 0
23503, 1378179157, 1, 0
24003, 1380866678, 1, 0
24500, 1378633585, 1, 0
25000, 1381067799, 1, 0
25504, 1386744343, 1, 0
26005, 1408403121, 1, 0
26500, 1511581910, 1, 0
27001, 1592239804, 1, 0
27501, 1650021475, 1, 0
28003, 1592615862, 1, 0
28505, 1524196395, 1, 0
29001, 1478776992, 1, 0
29500, 1456299883, 1, 0
30005, 1447404135, 1, 0
30501, 1434418931, 1, 0
31004, 1438457100, 1, 0
31502, 1464196953, 1, 0
32001, 1486027906, 1, 0
32504, 1477424024, 1, 0
33001, 1442456648, 1, 0
33501, 1437086031, 1, 0
34006, 1490170136, 1, 0
34503, 1578567698, 1, 0
35002, 1681066046, 1, 0
35506, 1757608139, 1, 0
36002, 1804480787, 1, 0
36504, 1825394076, 1, 0
37002, 1833497369, 1, 0
37501, 1836985974, 1, 0
38003, 1835650975, 1, 0
38506, 1836785083, 1, 0
39000, 1836345530, 1, 0
39507, 1841823052, 1, 0
40002, 1854034422, 1, 0
40504, 1855672005, 1, 0
41003, 1847363205, 1, 0
41505, 1838394048, 1, 0
42006, 1836426176, 1, 0
42502, 1840564188, 1, 0
43005, 1840019860, 1, 0
43502, 1831746767, 1, 0
44001, 1831540238, 1, 0
44502, 1838962294, 1, 0
45004, 1850998758, 1, 0
45500, 1858042157, 1, 0
46004, 1861900508, 1, 0
46506, 1870182044, 1, 0
47004, 1875412303, 1, 0
47507, 1875994309, 1, 0
48004, 1870255698, 1, 0
48501, 1863396945, 1, 0
49000, 1863543755, 1, 0
49506, 1863140263, 1, 0
50000, 1858475475, 1, 0
50504, 1856834146, 1, 0
51006, 1853543401, 1, 0
51502, 1882014918, 1, 0
52003, 1925188436, 1, 0
52504, 1947725081, 1, 0
53006, 1964296757, 1, 0
53500, 1951989886, 1, 0
54001, 1987605945, 1, 0
54504, 2034151134, 1, 0
55005, 2071206911, 1, 0
55505, 2103088799, 1, 0
56001, 2070254548, 1, 0
56503, 2019638986, 1, 0
57001, 1980789482, 1, 0
57505, 1949382235, 1, 0
58005, 1927664593, 1, 0
58501, 1912876637, 1, 0
59003, 1901888176, 1, 0
59505, 1891759315, 1, 0
60006, 1887867853, 1, 0
60006, 943184510, 1, 0
